dropout	pre_processing_type	conv_layer_1	conv_layer_shape	size	scalar	re_train_on_known_errors	time	multi_class_zr_acc	multi_class_model_acc	boolean_zr_acc	boolean_model_acc	run number
0.5	tozero	16	(3, 3)	16	(-1, 1)	25	71.18030786514282	0.6585714285714286	0.6585714285714286	0.6585714285714286	0.6585714285714286	196
0.5	tozero	16	(3, 3)	16	(-1, 1)	50	71.0937910079956	0.6714285714285714	0.6714285714285714	0.6714285714285714	0.6714285714285714	197
0.5	tozero	16	(3, 3)	16	(-1, 1)	75	74.07217574119568	0.6314285714285715	0.6257142857142857	0.6314285714285715	0.65	198
0.5	tozero	16	(3, 3)	16	(-1, 1)	100	74.0772819519043	0.6628571428571428	0.6528571428571428	0.6628571428571428	0.6771428571428572	199
0.5	tozero	16	(3, 3)	16	(0, 1)	0	69.6100549697876	0.65	0.65	0.65	0.65	200
0.5	tozero	16	(3, 3)	16	(0, 1)	25	69.52607893943787	0.6514285714285715	0.6514285714285715	0.6514285714285715	0.6514285714285715	201
0.5	tozero	16	(3, 3)	16	(0, 1)	50	70.28388214111328	0.6485714285714286	0.6485714285714286	0.6485714285714286	0.6485714285714286	202
0.5	tozero	16	(3, 3)	16	(0, 1)	75	71.81365466117859	0.6485714285714286	0.6485714285714286	0.6485714285714286	0.6485714285714286	203
0.5	tozero	16	(3, 3)	16	(0, 1)	100	74.12282276153564	0.6714285714285714	0.6514285714285715	0.6714285714285714	0.7228571428571429	204
0.5	tozero	16	(3, 3)	16	None	0	68.65856838226318	0.6657142857142857	0.6657142857142857	0.6657142857142857	0.6657142857142857	205
0.5	tozero	16	(3, 3)	16	None	25	70.9618673324585	0.6442857142857142	0.6442857142857142	0.6442857142857142	0.6442857142857142	206
0.5	tozero	16	(3, 3)	16	None	50	68.69614768028259	0.66	0.66	0.66	0.66	207
0.5	tozero	16	(3, 3)	16	None	75	73.42607808113098	0.65	0.65	0.65	0.6528571428571428	208
0.5	tozero	16	(3, 3)	16	None	100	73.03148221969604	0.6614285714285715	0.5642857142857143	0.6614285714285715	0.7057142857142857	209
0.5	morphed	16	(3, 3)	16	(-1, 1)	0	69.56081318855286	0.6485714285714286	0.6485714285714286	0.6485714285714286	0.6485714285714286	210
0.5	morphed	16	(3, 3)	16	(-1, 1)	25	71.9026231765747	0.6671428571428571	0.6671428571428571	0.6671428571428571	0.6671428571428571	211
0.5	morphed	16	(3, 3)	16	(-1, 1)	50	71.76046180725098	0.6428571428571429	0.6428571428571429	0.6428571428571429	0.6428571428571429	212
0.5	morphed	16	(3, 3)	16	(-1, 1)	75	74.24236536026001	0.6671428571428571	0.6628571428571428	0.6671428571428571	0.68	213
0.5	morphed	16	(3, 3)	16	(-1, 1)	100	74.05712628364563	0.6771428571428572	0.64	0.6771428571428572	0.7057142857142857	214
0.5	morphed	16	(3, 3)	16	(0, 1)	0	69.52185368537903	0.6442857142857142	0.6442857142857142	0.6442857142857142	0.6442857142857142	215
0.5	morphed	16	(3, 3)	16	(0, 1)	25	69.55503392219543	0.6428571428571429	0.6428571428571429	0.6428571428571429	0.6428571428571429	216
0.5	morphed	16	(3, 3)	16	(0, 1)	50	74.04854083061218	0.6242857142857143	0.6242857142857143	0.6242857142857143	0.6242857142857143	217
0.5	morphed	16	(3, 3)	16	(0, 1)	75	71.79268717765808	0.6757142857142857	0.6757142857142857	0.6757142857142857	0.6757142857142857	218
0.5	morphed	16	(3, 3)	16	(0, 1)	100	74.24260258674622	0.6642857142857143	0.6671428571428571	0.6642857142857143	0.6742857142857143	219
0.5	morphed	16	(3, 3)	16	None	0	68.664479970932	0.6742857142857143	0.6742857142857143	0.6742857142857143	0.6742857142857143	220
0.5	morphed	16	(3, 3)	16	None	25	68.60721349716187	0.6628571428571428	0.6628571428571428	0.6628571428571428	0.6628571428571428	221
0.5	morphed	16	(3, 3)	16	None	50	72.75266432762146	0.6357142857142857	0.63	0.6357142857142857	0.6471428571428571	222
0.5	morphed	16	(3, 3)	16	None	75	70.08459806442261	0.6628571428571428	0.6628571428571428	0.6628571428571428	0.6628571428571428	223
0.5	morphed	16	(3, 3)	16	None	100	73.15215110778809	0.6271428571428571	0.6414285714285715	0.6271428571428571	0.6657142857142857	224
0.01	max_morphed	32	(3, 3)	16	(-1, 1)	0	69.70725274085999	0.6314285714285715	0.6314285714285715	0.6314285714285715	0.6314285714285715	225
0.01	max_morphed	32	(3, 3)	16	(-1, 1)	25	69.64087462425232	0.67	0.67	0.67	0.67	226
0.01	max_morphed	32	(3, 3)	16	(-1, 1)	50	71.99516081809998	0.6471428571428571	0.6328571428571429	0.6471428571428571	0.7271428571428571	227
0.01	max_morphed	32	(3, 3)	16	(-1, 1)	75	72.01902437210083	0.6714285714285714	0.6714285714285714	0.6714285714285714	0.6714285714285714	228
0.01	max_morphed	32	(3, 3)	16	(-1, 1)	100	74.45645594596863	0.6657142857142857	0.55	0.6657142857142857	0.6985714285714286	229
0.01	max_morphed	32	(3, 3)	16	(0, 1)	0	69.65325093269348	0.6657142857142857	0.6657142857142857	0.6657142857142857	0.6657142857142857	230
0.01	max_morphed	32	(3, 3)	16	(0, 1)	25	70.36400532722473	0.6585714285714286	0.6628571428571428	0.6585714285714286	0.6685714285714286	231
0.01	max_morphed	32	(3, 3)	16	(0, 1)	50	70.36764216423035	0.6642857142857143	0.6642857142857143	0.6642857142857143	0.6642857142857143	232
0.01	max_morphed	32	(3, 3)	16	(0, 1)	75	74.16044092178345	0.6528571428571428	0.5928571428571429	0.6528571428571428	0.7414285714285714	233
0.01	max_morphed	32	(3, 3)	16	(0, 1)	100	74.15160846710205	0.6614285714285715	0.6042857142857143	0.6614285714285715	0.7014285714285714	234
0.01	max_morphed	32	(3, 3)	16	None	0	68.80835199356079	0.6642857142857143	0.6642857142857143	0.6642857142857143	0.6642857142857143	235
0.01	max_morphed	32	(3, 3)	16	None	25	70.95125532150269	0.6614285714285715	0.6614285714285715	0.6614285714285715	0.6614285714285715	236
0.01	max_morphed	32	(3, 3)	16	None	50	71.11464190483093	0.6628571428571428	0.6628571428571428	0.6628571428571428	0.6628571428571428	237
0.01	max_morphed	32	(3, 3)	16	None	75	69.43607091903687	0.6542857142857142	0.6542857142857142	0.6542857142857142	0.6542857142857142	238
0.01	max_morphed	32	(3, 3)	16	None	100	73.09459114074707	0.6485714285714286	0.61	0.6485714285714286	0.6857142857142857	239
0.01	None	32	(3, 3)	16	(-1, 1)	0	18.131884574890137	0.64	0.6614285714285715	0.64	0.7457142857142857	240
0.01	None	32	(3, 3)	16	(-1, 1)	25	18.097285509109497	0.6642857142857143	0.68	0.6642857142857143	0.7528571428571429	241
0.01	None	32	(3, 3)	16	(-1, 1)	50	21.713897228240967	0.6414285714285715	0.6728571428571428	0.6414285714285715	0.8214285714285714	242
0.01	None	32	(3, 3)	16	(-1, 1)	75	21.781216859817505	0.6571428571428571	0.6971428571428572	0.6571428571428571	0.81	243
0.01	None	32	(3, 3)	16	(-1, 1)	100	21.544735431671143	0.6385714285714286	0.6314285714285715	0.6385714285714286	0.8128571428571428	244
0.01	None	32	(3, 3)	16	(0, 1)	0	18.106459856033325	0.65	0.65	0.65	0.6514285714285715	245
0.01	None	32	(3, 3)	16	(0, 1)	25	18.793335437774658	0.6542857142857142	0.69	0.6542857142857142	0.8014285714285714	246
0.01	None	32	(3, 3)	16	(0, 1)	50	18.832576513290405	0.6385714285714286	0.65	0.6385714285714286	0.68	247
0.01	None	32	(3, 3)	16	(0, 1)	75	20.10126519203186	0.62	0.6	0.62	0.7471428571428571	248
0.01	None	32	(3, 3)	16	(0, 1)	100	21.7811279296875	0.6614285714285715	0.6871428571428572	0.6614285714285715	0.7885714285714286	249
0.01	None	32	(3, 3)	16	None	0	17.834190845489502	0.6428571428571429	0.64	0.6428571428571429	0.7314285714285714	250
0.01	None	32	(3, 3)	16	None	25	17.164957284927368	0.6557142857142857	0.66	0.6557142857142857	0.6785714285714286	251
0.01	None	32	(3, 3)	16	None	50	17.876471519470215	0.6771428571428572	0.69	0.6771428571428572	0.7514285714285714	252
0.01	None	32	(3, 3)	16	None	75	19.271658182144165	0.6471428571428571	0.6528571428571428	0.6471428571428571	0.6885714285714286	253
0.01	None	32	(3, 3)	16	None	100	20.74338436126709	0.66	0.6628571428571428	0.66	0.82	254
0.01	resized	32	(3, 3)	16	(-1, 1)	0	69.7824776172638	0.6242857142857143	0.6271428571428571	0.6242857142857143	0.6271428571428571	255
0.01	resized	32	(3, 3)	16	(-1, 1)	25	71.6821506023407	0.6285714285714286	0.6342857142857142	0.6285714285714286	0.68	256
0.01	resized	32	(3, 3)	16	(-1, 1)	50	69.60955166816711	0.6685714285714286	0.6614285714285715	0.6685714285714286	0.7257142857142858	257
0.01	resized	32	(3, 3)	16	(-1, 1)	75	69.6962456703186	0.6657142857142857	0.6714285714285714	0.6657142857142857	0.6771428571428572	258
0.01	resized	32	(3, 3)	16	(-1, 1)	100	73.92829871177673	0.65	0.6828571428571428	0.65	0.7942857142857143	259
0.01	resized	32	(3, 3)	16	(0, 1)	0	69.7852783203125	0.6514285714285715	0.6514285714285715	0.6514285714285715	0.6514285714285715	260
0.01	resized	32	(3, 3)	16	(0, 1)	25	69.70910406112671	0.6485714285714286	0.6528571428571428	0.6485714285714286	0.68	261
0.01	resized	32	(3, 3)	16	(0, 1)	50	71.85698938369751	0.66	0.6642857142857143	0.66	0.7457142857142857	262
0.01	resized	32	(3, 3)	16	(0, 1)	75	71.19015622138977	0.6614285714285715	0.6685714285714286	0.6614285714285715	0.7071428571428572	263
0.01	resized	32	(3, 3)	16	(0, 1)	100	74.01434683799744	0.6814285714285714	0.64	0.6814285714285714	0.7771428571428571	264
0.01	resized	32	(3, 3)	16	None	0	68.80893349647522	0.6328571428571429	0.6385714285714286	0.6328571428571429	0.6471428571428571	265
0.01	resized	32	(3, 3)	16	None	25	68.69026970863342	0.6414285714285715	0.6485714285714286	0.6414285714285715	0.68	266
0.01	resized	32	(3, 3)	16	None	50	68.78244543075562	0.6414285714285715	0.6457142857142857	0.6414285714285715	0.6571428571428571	267
0.01	resized	32	(3, 3)	16	None	75	70.75852274894714	0.6357142857142857	0.6528571428571428	0.6357142857142857	0.7442857142857143	268
0.01	resized	32	(3, 3)	16	None	100	72.90819096565247	0.6442857142857142	0.6657142857142857	0.6442857142857142	0.7557142857142857	269
0.01	tozero	32	(3, 3)	16	(-1, 1)	0	69.81570339202881	0.6728571428571428	0.6728571428571428	0.6728571428571428	0.6728571428571428	270
0.01	tozero	32	(3, 3)	16	(-1, 1)	25	70.42352294921875	0.6342857142857142	0.6385714285714286	0.6342857142857142	0.7128571428571429	271
0.01	tozero	32	(3, 3)	16	(-1, 1)	50	69.75567293167114	0.6657142857142857	0.6528571428571428	0.6657142857142857	0.7414285714285714	272
0.01	tozero	32	(3, 3)	16	(-1, 1)	75	73.86999201774597	0.6485714285714286	0.66	0.6485714285714286	0.7785714285714286	273
0.01	tozero	32	(3, 3)	16	(-1, 1)	100	73.70494103431702	0.6428571428571429	0.64	0.6428571428571429	0.7514285714285714	274
0.01	tozero	32	(3, 3)	16	(0, 1)	0	69.68502259254456	0.6071428571428571	0.6157142857142858	0.6071428571428571	0.67	275
0.01	tozero	32	(3, 3)	16	(0, 1)	25	69.74608612060547	0.6585714285714286	0.66	0.6585714285714286	0.6742857142857143	276
0.01	tozero	32	(3, 3)	16	(0, 1)	50	73.76033997535706	0.6585714285714286	0.6642857142857143	0.6585714285714286	0.7485714285714286	277
0.01	tozero	32	(3, 3)	16	(0, 1)	75	73.72757577896118	0.65	0.6557142857142857	0.65	0.7828571428571428	278
0.01	tozero	32	(3, 3)	16	(0, 1)	100	73.77646255493164	0.6485714285714286	0.68	0.6485714285714286	0.8257142857142857	279
0.01	tozero	32	(3, 3)	16	None	0	68.78928184509277	0.6557142857142857	0.6571428571428571	0.6557142857142857	0.6614285714285715	280
0.01	tozero	32	(3, 3)	16	None	25	69.55210757255554	0.6471428571428571	0.6485714285714286	0.6471428571428571	0.6485714285714286	281
0.01	tozero	32	(3, 3)	16	None	50	72.88328194618225	0.6414285714285715	0.6285714285714286	0.6414285714285715	0.6771428571428572	282
0.01	tozero	32	(3, 3)	16	None	75	72.6618378162384	0.6285714285714286	0.6371428571428571	0.6285714285714286	0.7557142857142857	283
0.01	tozero	32	(3, 3)	16	None	100	72.65873050689697	0.66	0.49714285714285716	0.66	0.6871428571428572	284
0.01	morphed	32	(3, 3)	16	(-1, 1)	0	69.67532062530518	0.6428571428571429	0.6442857142857142	0.6428571428571429	0.6485714285714286	285
0.01	morphed	32	(3, 3)	16	(-1, 1)	25	69.87017321586609	0.6414285714285715	0.6457142857142857	0.6414285714285715	0.6542857142857142	286
0.01	morphed	32	(3, 3)	16	(-1, 1)	50	71.83506727218628	0.6428571428571429	0.6642857142857143	0.6428571428571429	0.6928571428571428	287
0.01	morphed	32	(3, 3)	16	(-1, 1)	75	73.71814513206482	0.6414285714285715	0.5428571428571428	0.6414285714285715	0.7228571428571429	288
0.01	morphed	32	(3, 3)	16	(-1, 1)	100	73.28329396247864	0.6185714285714285	0.6614285714285715	0.6185714285714285	0.77	289
0.01	morphed	32	(3, 3)	16	(0, 1)	0	69.74996638298035	0.6514285714285715	0.6514285714285715	0.6514285714285715	0.6514285714285715	290
0.01	morphed	32	(3, 3)	16	(0, 1)	25	71.79407620429993	0.6528571428571428	0.6685714285714286	0.6528571428571428	0.7	291
0.01	morphed	32	(3, 3)	16	(0, 1)	50	73.79240775108337	0.6385714285714286	0.6328571428571429	0.6385714285714286	0.7671428571428571	292
0.01	morphed	32	(3, 3)	16	(0, 1)	75	73.32867074012756	0.6385714285714286	0.6071428571428571	0.6385714285714286	0.7671428571428571	293
0.01	morphed	32	(3, 3)	16	(0, 1)	100	73.49223017692566	0.6271428571428571	0.6342857142857142	0.6271428571428571	0.7842857142857143	294
0.01	morphed	32	(3, 3)	16	None	0	68.78545117378235	0.6342857142857142	0.6357142857142857	0.6342857142857142	0.6457142857142857	295
0.01	morphed	32	(3, 3)	16	None	25	68.79141640663147	0.66	0.6657142857142857	0.66	0.7028571428571428	296
0.01	morphed	32	(3, 3)	16	None	50	68.81063270568848	0.64	0.64	0.64	0.64	297
0.01	morphed	32	(3, 3)	16	None	75	70.85561561584473	0.6557142857142857	0.6571428571428571	0.6557142857142857	0.6628571428571428	298
0.01	morphed	32	(3, 3)	16	None	100	72.8284695148468	0.6585714285714286	0.6571428571428571	0.6585714285714286	0.7842857142857143	299
0.2	max_morphed	32	(3, 3)	16	(-1, 1)	0	69.78270554542542	0.6571428571428571	0.6571428571428571	0.6571428571428571	0.6571428571428571	300
0.2	max_morphed	32	(3, 3)	16	(-1, 1)	25	72.02947735786438	0.6814285714285714	0.6657142857142857	0.6814285714285714	0.6885714285714286	301
0.2	max_morphed	32	(3, 3)	16	(-1, 1)	50	74.43181490898132	0.6857142857142857	0.6485714285714286	0.6857142857142857	0.7414285714285714	302
0.2	max_morphed	32	(3, 3)	16	(-1, 1)	75	74.2957603931427	0.6571428571428571	0.6528571428571428	0.6571428571428571	0.6828571428571428	303
0.2	max_morphed	32	(3, 3)	16	(-1, 1)	100	73.94598317146301	0.68	0.5757142857142857	0.68	0.7128571428571429	304
0.2	max_morphed	32	(3, 3)	16	(0, 1)	0	69.7749536037445	0.6585714285714286	0.6585714285714286	0.6585714285714286	0.6585714285714286	305
0.2	max_morphed	32	(3, 3)	16	(0, 1)	25	69.92655491828918	0.6657142857142857	0.6657142857142857	0.6657142857142857	0.6657142857142857	306
0.2	max_morphed	32	(3, 3)	16	(0, 1)	50	70.50744414329529	0.6542857142857142	0.6557142857142857	0.6542857142857142	0.6571428571428571	307
0.2	max_morphed	32	(3, 3)	16	(0, 1)	75	74.22765445709229	0.6671428571428571	0.6214285714285714	0.6671428571428571	0.7428571428571429	308
0.2	max_morphed	32	(3, 3)	16	(0, 1)	100	74.23425817489624	0.6357142857142857	0.6014285714285714	0.6357142857142857	0.6414285714285715	309
0.2	max_morphed	32	(3, 3)	16	None	0	68.75914597511292	0.6828571428571428	0.6828571428571428	0.6828571428571428	0.6828571428571428	310
0.2	max_morphed	32	(3, 3)	16	None	25	69.59471392631531	0.66	0.66	0.66	0.66	311
0.2	max_morphed	32	(3, 3)	16	None	50	71.04252028465271	0.6442857142857142	0.6128571428571429	0.6442857142857142	0.7428571428571429	312
0.2	max_morphed	32	(3, 3)	16	None	75	73.29738569259644	0.6642857142857143	0.5771428571428572	0.6642857142857143	0.6928571428571428	313
0.2	max_morphed	32	(3, 3)	16	None	100	73.45277142524719	0.6257142857142857	0.6014285714285714	0.6257142857142857	0.6414285714285715	314
0.2	None	32	(3, 3)	16	(-1, 1)	0	18.065624237060547	0.6557142857142857	0.6714285714285714	0.6557142857142857	0.7057142857142857	315
0.2	None	32	(3, 3)	16	(-1, 1)	25	18.825207233428955	0.6542857142857142	0.6714285714285714	0.6542857142857142	0.7128571428571429	316
0.2	None	32	(3, 3)	16	(-1, 1)	50	22.297067880630493	0.6585714285714286	0.6928571428571428	0.6585714285714286	0.7985714285714286	317
0.2	None	32	(3, 3)	16	(-1, 1)	75	22.05093264579773	0.6542857142857142	0.5585714285714286	0.6542857142857142	0.7428571428571429	318
0.2	None	32	(3, 3)	16	(-1, 1)	100	22.156288623809814	0.6557142857142857	0.6728571428571428	0.6557142857142857	0.7214285714285714	319
0.2	None	32	(3, 3)	16	(0, 1)	0	18.044020414352417	0.6328571428571429	0.6442857142857142	0.6328571428571429	0.6928571428571428	320
0.2	None	32	(3, 3)	16	(0, 1)	25	18.047165870666504	0.6514285714285715	0.6585714285714286	0.6514285714285715	0.6857142857142857	321
0.2	None	32	(3, 3)	16	(0, 1)	50	18.75516104698181	0.6671428571428571	0.6857142857142857	0.6671428571428571	0.74	322
0.2	None	32	(3, 3)	16	(0, 1)	75	20.106078147888184	0.6414285714285715	0.6571428571428571	0.6414285714285715	0.7242857142857143	323
0.2	None	32	(3, 3)	16	(0, 1)	100	22.13970446586609	0.6428571428571429	0.6685714285714286	0.6428571428571429	0.7657142857142857	324
0.2	None	32	(3, 3)	16	None	0	17.186339378356934	0.6557142857142857	0.6871428571428572	0.6557142857142857	0.7285714285714285	325
0.2	None	32	(3, 3)	16	None	25	19.305307388305664	0.6471428571428571	0.5814285714285714	0.6471428571428571	0.7614285714285715	326
0.2	None	32	(3, 3)	16	None	50	17.934449911117554	0.6657142857142857	0.7	0.6657142857142857	0.7657142857142857	327
0.2	None	32	(3, 3)	16	None	75	21.41986894607544	0.6785714285714286	0.71	0.6785714285714286	0.82	328
0.2	None	32	(3, 3)	16	None	100	21.08373999595642	0.6557142857142857	0.6642857142857143	0.6557142857142857	0.7728571428571429	329
0.2	resized	32	(3, 3)	16	(-1, 1)	0	69.77372980117798	0.6414285714285715	0.6414285714285715	0.6414285714285715	0.6414285714285715	330
0.2	resized	32	(3, 3)	16	(-1, 1)	25	70.80781245231628	0.6642857142857143	0.6757142857142857	0.6642857142857143	0.6842857142857143	331
0.2	resized	32	(3, 3)	16	(-1, 1)	50	71.86997079849243	0.6485714285714286	0.6542857142857142	0.6485714285714286	0.66	332
0.2	resized	32	(3, 3)	16	(-1, 1)	75	73.74293661117554	0.6471428571428571	0.59	0.6471428571428571	0.7057142857142857	333
0.2	resized	32	(3, 3)	16	(-1, 1)	100	73.94795227050781	0.6614285714285715	0.6585714285714286	0.6614285714285715	0.7242857142857143	334
0.2	resized	32	(3, 3)	16	(0, 1)	0	69.76872682571411	0.6542857142857142	0.6542857142857142	0.6542857142857142	0.6542857142857142	335
0.2	resized	32	(3, 3)	16	(0, 1)	25	70.46758222579956	0.6557142857142857	0.6557142857142857	0.6557142857142857	0.6557142857142857	336
0.2	resized	32	(3, 3)	16	(0, 1)	50	70.95441460609436	0.6214285714285714	0.6314285714285715	0.6214285714285714	0.6385714285714286	337
0.2	resized	32	(3, 3)	16	(0, 1)	75	71.93860483169556	0.6114285714285714	0.6185714285714285	0.6114285714285714	0.6957142857142857	338
0.2	resized	32	(3, 3)	16	(0, 1)	100	73.88042330741882	0.6457142857142857	0.49	0.6457142857142857	0.7214285714285714	339
0.2	resized	32	(3, 3)	16	None	0	68.83486580848694	0.6442857142857142	0.6442857142857142	0.6442857142857142	0.6442857142857142	340
0.2	resized	32	(3, 3)	16	None	25	69.57447981834412	0.6385714285714286	0.6371428571428571	0.6385714285714286	0.6371428571428571	341
0.2	resized	32	(3, 3)	16	None	50	69.52804327011108	0.6371428571428571	0.6385714285714286	0.6371428571428571	0.6414285714285715	342
0.2	resized	32	(3, 3)	16	None	75	70.79774522781372	0.6485714285714286	0.66	0.6485714285714286	0.7342857142857143	343
0.2	resized	32	(3, 3)	16	None	100	73.1208324432373	0.6485714285714286	0.6471428571428571	0.6485714285714286	0.7285714285714285	344
0.2	tozero	32	(3, 3)	16	(-1, 1)	0	69.77032661437988	0.6485714285714286	0.6485714285714286	0.6485714285714286	0.6485714285714286	345
0.2	tozero	32	(3, 3)	16	(-1, 1)	25	69.80776977539062	0.6657142857142857	0.6657142857142857	0.6657142857142857	0.67	346
0.2	tozero	32	(3, 3)	16	(-1, 1)	50	71.79263091087341	0.6614285714285715	0.6614285714285715	0.6614285714285715	0.6614285714285715	347
0.2	tozero	32	(3, 3)	16	(-1, 1)	75	70.5198187828064	0.6271428571428571	0.6271428571428571	0.6271428571428571	0.6271428571428571	348
0.2	tozero	32	(3, 3)	16	(-1, 1)	100	74.29739046096802	0.6514285714285715	0.6171428571428571	0.6514285714285715	0.7442857142857143	349
0.2	tozero	32	(3, 3)	16	(0, 1)	0	69.81118559837341	0.6642857142857143	0.6642857142857143	0.6642857142857143	0.6642857142857143	350
0.2	tozero	32	(3, 3)	16	(0, 1)	25	69.76217317581177	0.6642857142857143	0.6628571428571428	0.6642857142857143	0.6971428571428572	351
0.2	tozero	32	(3, 3)	16	(0, 1)	50	71.90181541442871	0.6557142857142857	0.6542857142857142	0.6557142857142857	0.6671428571428571	352
0.2	tozero	32	(3, 3)	16	(0, 1)	75	71.31002688407898	0.6771428571428572	0.6814285714285714	0.6771428571428572	0.7171428571428572	353
0.2	tozero	32	(3, 3)	16	(0, 1)	100	74.00683093070984	0.6571428571428571	0.6271428571428571	0.6571428571428571	0.7357142857142858	354
0.2	tozero	32	(3, 3)	16	None	0	68.85744905471802	0.6328571428571429	0.6357142857142857	0.6328571428571429	0.64	355
0.2	tozero	32	(3, 3)	16	None	25	68.91278266906738	0.6471428571428571	0.6485714285714286	0.6471428571428571	0.6685714285714286	356
