dropout	pre_processing_type	conv_layer_1	conv_layer_shape	size	scalar	re_train_on_known_errors	time	multi_class_zr_acc	multi_class_model_acc	boolean_zr_acc	boolean_model_acc	run number
0.01	None	16	(3, 3)	128	(-1, 1)	50	200.9222502708435	0.65	0.7228571428571429	0.65	0.8171428571428572	1367
0.01	None	16	(3, 3)	128	(-1, 1)	75	214.38143968582153	0.68	0.7142857142857143	0.68	0.7971428571428572	1368
0.01	None	16	(3, 3)	128	(-1, 1)	100	246.00769782066345	0.63	0.7	0.63	0.8328571428571429	1369
0.01	None	16	(3, 3)	128	(0, 1)	0	175.16523003578186	0.6414285714285715	0.6742857142857143	0.6414285714285715	0.7185714285714285	1370
0.01	None	16	(3, 3)	128	(0, 1)	25	175.0653738975525	0.6628571428571428	0.6914285714285714	0.6628571428571428	0.7628571428571429	1371
0.01	None	16	(3, 3)	128	(0, 1)	50	211.0723831653595	0.65	0.66	0.65	0.6671428571428571	1372
0.01	None	16	(3, 3)	128	(0, 1)	75	210.1783573627472	0.6671428571428571	0.7042857142857143	0.6671428571428571	0.8242857142857143	1373
0.01	None	16	(3, 3)	128	(0, 1)	100	237.03193759918213	0.6328571428571429	0.65	0.6328571428571429	0.7928571428571428	1374
0.01	None	16	(3, 3)	128	None	0	173.37128019332886	0.6357142857142857	0.6785714285714286	0.6357142857142857	0.7228571428571429	1375
0.01	None	16	(3, 3)	128	None	25	173.62026715278625	0.6485714285714286	0.6714285714285714	0.6485714285714286	0.7157142857142857	1376
0.01	None	16	(3, 3)	128	None	50	187.17807292938232	0.67	0.7085714285714285	0.67	0.7585714285714286	1377
0.01	None	16	(3, 3)	128	None	75	234.47834134101868	0.62	0.6842857142857143	0.62	0.8528571428571429	1378
0.01	None	16	(3, 3)	128	None	100	234.8408637046814	0.6542857142857142	0.7028571428571428	0.6542857142857142	0.8314285714285714	1379
0.01	resized	16	(3, 3)	128	(-1, 1)	0	226.24199223518372	0.6514285714285715	0.6828571428571428	0.6514285714285715	0.7171428571428572	1380
0.01	resized	16	(3, 3)	128	(-1, 1)	25	226.34707951545715	0.66	0.6657142857142857	0.66	0.6671428571428571	1381
0.01	resized	16	(3, 3)	128	(-1, 1)	50	290.3264536857605	0.6657142857142857	0.7371428571428571	0.6657142857142857	0.8328571428571429	1382
0.01	resized	16	(3, 3)	128	(-1, 1)	75	282.86741280555725	0.6642857142857143	0.6985714285714286	0.6642857142857143	0.79	1383
0.01	resized	16	(3, 3)	128	(-1, 1)	100	279.9923002719879	0.6542857142857142	0.7285714285714285	0.6542857142857142	0.8685714285714285	1384
0.01	resized	16	(3, 3)	128	(0, 1)	0	226.27899932861328	0.6614285714285715	0.6685714285714286	0.6614285714285715	0.69	1385
0.01	resized	16	(3, 3)	128	(0, 1)	25	241.99812865257263	0.6485714285714286	0.6785714285714286	0.6485714285714286	0.7314285714285714	1386
0.01	resized	16	(3, 3)	128	(0, 1)	50	262.29055666923523	0.6671428571428571	0.7042857142857143	0.6671428571428571	0.8257142857142857	1387
0.01	resized	16	(3, 3)	128	(0, 1)	75	237.1360399723053	0.66	0.7142857142857143	0.66	0.8085714285714286	1388
0.01	resized	16	(3, 3)	128	(0, 1)	100	288.64886260032654	0.6714285714285714	0.7285714285714285	0.6714285714285714	0.8457142857142858	1389
0.01	resized	16	(3, 3)	128	None	0	224.95796942710876	0.6428571428571429	0.6528571428571428	0.6428571428571429	0.6785714285714286	1390
0.01	resized	16	(3, 3)	128	None	25	237.4995174407959	0.63	0.6442857142857142	0.63	0.6914285714285714	1391
0.01	resized	16	(3, 3)	128	None	50	239.07695078849792	0.6242857142857143	0.6557142857142857	0.6242857142857143	0.7157142857142857	1392
0.01	resized	16	(3, 3)	128	None	75	273.7752320766449	0.68	0.7128571428571429	0.68	0.8285714285714286	1393
0.01	resized	16	(3, 3)	128	None	100	282.56277203559875	0.6385714285714286	0.7157142857142857	0.6385714285714286	0.8285714285714286	1394
0.01	tozero	16	(3, 3)	128	(-1, 1)	0	226.2991600036621	0.6742857142857143	0.68	0.6742857142857143	0.6842857142857143	1395
0.01	tozero	16	(3, 3)	128	(-1, 1)	25	226.018452167511	0.6414285714285715	0.6614285714285715	0.6414285714285715	0.7614285714285715	1396
0.01	tozero	16	(3, 3)	128	(-1, 1)	50	261.1873662471771	0.6457142857142857	0.6785714285714286	0.6457142857142857	0.77	1397
0.01	tozero	16	(3, 3)	128	(-1, 1)	75	284.4045920372009	0.6714285714285714	0.7557142857142857	0.6714285714285714	0.8757142857142857	1398
0.01	tozero	16	(3, 3)	128	(-1, 1)	100	288.1102533340454	0.6357142857142857	0.6957142857142857	0.6357142857142857	0.8228571428571428	1399
0.01	tozero	16	(3, 3)	128	(0, 1)	0	225.79373979568481	0.6557142857142857	0.69	0.6557142857142857	0.7542857142857143	1400
0.01	tozero	16	(3, 3)	128	(0, 1)	25	262.34913659095764	0.6714285714285714	0.7057142857142857	0.6714285714285714	0.7714285714285715	1401
0.01	tozero	16	(3, 3)	128	(0, 1)	50	253.4899628162384	0.6614285714285715	0.7	0.6614285714285715	0.79	1402
0.01	tozero	16	(3, 3)	128	(0, 1)	75	258.95397758483887	0.6557142857142857	0.7057142857142857	0.6557142857142857	0.8042857142857143	1403
0.01	tozero	16	(3, 3)	128	(0, 1)	100	280.66140961647034	0.6542857142857142	0.6828571428571428	0.6542857142857142	0.83	1404
0.01	tozero	16	(3, 3)	128	None	0	224.3658595085144	0.65	0.6814285714285714	0.65	0.7514285714285714	1405
0.01	tozero	16	(3, 3)	128	None	25	238.0208580493927	0.6628571428571428	0.72	0.6628571428571428	0.8185714285714286	1406
0.01	tozero	16	(3, 3)	128	None	50	235.76087069511414	0.68	0.7314285714285714	0.68	0.8285714285714286	1407
0.01	tozero	16	(3, 3)	128	None	75	251.2717797756195	0.6528571428571428	0.7214285714285714	0.6528571428571428	0.8257142857142857	1408
0.01	tozero	16	(3, 3)	128	None	100	287.5975136756897	0.6257142857142857	0.6628571428571428	0.6257142857142857	0.81	1409
0.01	morphed	16	(3, 3)	128	(-1, 1)	0	226.45724081993103	0.6585714285714286	0.6885714285714286	0.6585714285714286	0.7771428571428571	1410
0.01	morphed	16	(3, 3)	128	(-1, 1)	25	224.27080607414246	0.7014285714285714	0.7228571428571429	0.7014285714285714	0.7414285714285714	1411
0.01	morphed	16	(3, 3)	128	(-1, 1)	50	240.2619755268097	0.6485714285714286	0.7	0.6485714285714286	0.7742857142857142	1412
0.01	morphed	16	(3, 3)	128	(-1, 1)	75	252.9867262840271	0.6342857142857142	0.7157142857142857	0.6342857142857142	0.8142857142857143	1413
0.01	morphed	16	(3, 3)	128	(-1, 1)	100	278.24471378326416	0.6485714285714286	0.6957142857142857	0.6485714285714286	0.87	1414
0.01	morphed	16	(3, 3)	128	(0, 1)	0	226.3801393508911	0.6385714285714286	0.6742857142857143	0.6385714285714286	0.7157142857142857	1415
0.01	morphed	16	(3, 3)	128	(0, 1)	25	226.4928891658783	0.6771428571428572	0.7185714285714285	0.6771428571428572	0.7714285714285715	1416
0.01	morphed	16	(3, 3)	128	(0, 1)	50	240.22997426986694	0.66	0.6757142857142857	0.66	0.7014285714285714	1417
0.01	morphed	16	(3, 3)	128	(0, 1)	75	272.5280268192291	0.66	0.7371428571428571	0.66	0.88	1418
0.01	morphed	16	(3, 3)	128	(0, 1)	100	279.9042749404907	0.6528571428571428	0.7214285714285714	0.6528571428571428	0.8242857142857143	1419
0.01	morphed	16	(3, 3)	128	None	0	238.54739594459534	0.65	0.6757142857142857	0.65	0.7214285714285714	1420
0.01	morphed	16	(3, 3)	128	None	25	245.5307650566101	0.6185714285714285	0.6771428571428572	0.6185714285714285	0.7714285714285715	1421
0.01	morphed	16	(3, 3)	128	None	50	239.7171561717987	0.6442857142857142	0.7157142857142857	0.6442857142857142	0.8271428571428572	1422
0.01	morphed	16	(3, 3)	128	None	75	248.27588772773743	0.6657142857142857	0.7271428571428571	0.6657142857142857	0.8457142857142858	1423
0.01	morphed	16	(3, 3)	128	None	100	271.65885734558105	0.6628571428571428	0.69	0.6628571428571428	0.8385714285714285	1424
0.2	max_morphed	16	(3, 3)	128	(-1, 1)	0	226.24435377120972	0.6328571428571429	0.6385714285714286	0.6328571428571429	0.6442857142857142	1425
0.2	max_morphed	16	(3, 3)	128	(-1, 1)	25	238.7919626235962	0.64	0.6528571428571428	0.64	0.6785714285714286	1426
0.2	max_morphed	16	(3, 3)	128	(-1, 1)	50	252.70979237556458	0.6371428571428571	0.6928571428571428	0.6371428571428571	0.7814285714285715	1427
0.2	max_morphed	16	(3, 3)	128	(-1, 1)	75	252.179429769516	0.6528571428571428	0.7057142857142857	0.6528571428571428	0.7814285714285715	1428
0.2	max_morphed	16	(3, 3)	128	(-1, 1)	100	297.7224295139313	0.6357142857142857	0.69	0.6357142857142857	0.7942857142857143	1429
0.2	max_morphed	16	(3, 3)	128	(0, 1)	0	224.3579385280609	0.6571428571428571	0.6742857142857143	0.6571428571428571	0.6957142857142857	1430
0.2	max_morphed	16	(3, 3)	128	(0, 1)	25	262.545396566391	0.6485714285714286	0.6771428571428572	0.6485714285714286	0.7042857142857143	1431
0.2	max_morphed	16	(3, 3)	128	(0, 1)	50	236.6949806213379	0.65	0.6814285714285714	0.65	0.73	1432
0.2	max_morphed	16	(3, 3)	128	(0, 1)	75	266.387930393219	0.6485714285714286	0.68	0.6485714285714286	0.7242857142857143	1433
0.2	max_morphed	16	(3, 3)	128	(0, 1)	100	291.3128399848938	0.6642857142857143	0.7242857142857143	0.6642857142857143	0.8185714285714286	1434
0.2	max_morphed	16	(3, 3)	128	None	0	224.33727836608887	0.6442857142857142	0.6542857142857142	0.6442857142857142	0.6657142857142857	1435
0.2	max_morphed	16	(3, 3)	128	None	25	224.18129420280457	0.6671428571428571	0.6742857142857143	0.6671428571428571	0.6857142857142857	1436
0.2	max_morphed	16	(3, 3)	128	None	50	237.13344526290894	0.6428571428571429	0.68	0.6428571428571429	0.7557142857142857	1437
0.2	max_morphed	16	(3, 3)	128	None	75	296.0327866077423	0.6342857142857142	0.6857142857142857	0.6342857142857142	0.78	1438
0.2	max_morphed	16	(3, 3)	128	None	100	300.2251968383789	0.68	0.7114285714285714	0.68	0.8071428571428572	1439
0.2	None	16	(3, 3)	128	(-1, 1)	0	174.48799014091492	0.6614285714285715	0.69	0.6614285714285715	0.7114285714285714	1440
0.2	None	16	(3, 3)	128	(-1, 1)	25	188.7957022190094	0.6542857142857142	0.6957142857142857	0.6542857142857142	0.7328571428571429	1441
0.2	None	16	(3, 3)	128	(-1, 1)	50	216.1231987476349	0.6671428571428571	0.7114285714285714	0.6671428571428571	0.8128571428571428	1442
0.2	None	16	(3, 3)	128	(-1, 1)	75	218.25933074951172	0.6485714285714286	0.69	0.6485714285714286	0.79	1443
0.2	None	16	(3, 3)	128	(-1, 1)	100	247.1972668170929	0.6414285714285715	0.6985714285714286	0.6414285714285715	0.81	1444
0.2	None	16	(3, 3)	128	(0, 1)	0	175.07610750198364	0.6742857142857143	0.6914285714285714	0.6742857142857143	0.7028571428571428	1445
0.2	None	16	(3, 3)	128	(0, 1)	25	174.67710709571838	0.6414285714285715	0.6571428571428571	0.6414285714285715	0.6742857142857143	1446
0.2	None	16	(3, 3)	128	(0, 1)	50	213.64553785324097	0.6571428571428571	0.6714285714285714	0.6571428571428571	0.6842857142857143	1447
0.2	None	16	(3, 3)	128	(0, 1)	75	212.64380264282227	0.67	0.6942857142857143	0.67	0.7328571428571429	1448
0.2	None	16	(3, 3)	128	(0, 1)	100	256.39440417289734	0.6571428571428571	0.7157142857142857	0.6571428571428571	0.8542857142857143	1449
0.2	None	16	(3, 3)	128	None	0	171.86581540107727	0.6442857142857142	0.67	0.6442857142857142	0.7142857142857143	1450
0.2	None	16	(3, 3)	128	None	25	188.36836767196655	0.6757142857142857	0.6842857142857143	0.6757142857142857	0.6957142857142857	1451
0.2	None	16	(3, 3)	128	None	50	173.28029227256775	0.6628571428571428	0.69	0.6628571428571428	0.72	1452
0.2	None	16	(3, 3)	128	None	75	213.3520302772522	0.6885714285714286	0.7385714285714285	0.6885714285714286	0.7885714285714286	1453
0.2	None	16	(3, 3)	128	None	100	242.4000599384308	0.6571428571428571	0.6857142857142857	0.6571428571428571	0.7457142857142857	1454
0.2	resized	16	(3, 3)	128	(-1, 1)	0	226.5680797100067	0.66	0.67	0.66	0.6771428571428572	1455
0.2	resized	16	(3, 3)	128	(-1, 1)	25	265.87905764579773	0.6928571428571428	0.71	0.6928571428571428	0.7414285714285714	1456
0.2	resized	16	(3, 3)	128	(-1, 1)	50	251.26823139190674	0.6614285714285715	0.6971428571428572	0.6614285714285715	0.74	1457
0.2	resized	16	(3, 3)	128	(-1, 1)	75	266.2045404911041	0.6542857142857142	0.6728571428571428	0.6542857142857142	0.81	1458
0.2	resized	16	(3, 3)	128	(-1, 1)	100	304.6056134700775	0.6528571428571428	0.6985714285714286	0.6528571428571428	0.7814285714285715	1459
0.2	resized	16	(3, 3)	128	(0, 1)	0	226.87738752365112	0.6242857142857143	0.6242857142857143	0.6242857142857143	0.6257142857142857	1460
0.2	resized	16	(3, 3)	128	(0, 1)	25	226.69842267036438	0.6714285714285714	0.6757142857142857	0.6714285714285714	0.6842857142857143	1461
0.2	resized	16	(3, 3)	128	(0, 1)	50	243.375901222229	0.65	0.6771428571428572	0.65	0.7614285714285715	1462
0.2	resized	16	(3, 3)	128	(0, 1)	75	238.9861192703247	0.6357142857142857	0.6685714285714286	0.6357142857142857	0.7057142857142857	1463
0.2	resized	16	(3, 3)	128	(0, 1)	100	294.8974914550781	0.6371428571428571	0.7057142857142857	0.6371428571428571	0.8385714285714285	1464
0.2	resized	16	(3, 3)	128	None	0	223.21470856666565	0.6557142857142857	0.6857142857142857	0.6557142857142857	0.73	1465
0.2	resized	16	(3, 3)	128	None	25	225.7207851409912	0.6471428571428571	0.6642857142857143	0.6471428571428571	0.6728571428571428	1466
0.2	resized	16	(3, 3)	128	None	50	258.2924020290375	0.6428571428571429	0.6628571428571428	0.6428571428571429	0.68	1467
0.2	resized	16	(3, 3)	128	None	75	238.61325788497925	0.6642857142857143	0.6871428571428572	0.6642857142857143	0.6942857142857143	1468
0.2	resized	16	(3, 3)	128	None	100	300.5963578224182	0.6542857142857142	0.7	0.6542857142857142	0.8042857142857143	1469
0.2	tozero	16	(3, 3)	128	(-1, 1)	0	224.3962209224701	0.6385714285714286	0.6414285714285715	0.6385714285714286	0.6414285714285715	1470
0.2	tozero	16	(3, 3)	128	(-1, 1)	25	224.58346509933472	0.6571428571428571	0.6871428571428572	0.6571428571428571	0.7314285714285714	1471
0.2	tozero	16	(3, 3)	128	(-1, 1)	50	240.27650547027588	0.6485714285714286	0.6742857142857143	0.6485714285714286	0.7085714285714285	1472
0.2	tozero	16	(3, 3)	128	(-1, 1)	75	266.1452569961548	0.6457142857142857	0.6771428571428572	0.6457142857142857	0.8357142857142857	1473
0.2	tozero	16	(3, 3)	128	(-1, 1)	100	300.16349267959595	0.6857142857142857	0.7242857142857143	0.6857142857142857	0.8514285714285714	1474
0.2	tozero	16	(3, 3)	128	(0, 1)	0	226.57746362686157	0.66	0.6871428571428572	0.66	0.7342857142857143	1475
0.2	tozero	16	(3, 3)	128	(0, 1)	25	242.090185880661	0.67	0.6742857142857143	0.67	0.6814285714285714	1476
0.2	tozero	16	(3, 3)	128	(0, 1)	50	253.98607730865479	0.6542857142857142	0.6857142857142857	0.6542857142857142	0.7514285714285714	1477
0.2	tozero	16	(3, 3)	128	(0, 1)	75	241.76303839683533	0.6557142857142857	0.6828571428571428	0.6557142857142857	0.7671428571428571	1478
0.2	tozero	16	(3, 3)	128	(0, 1)	100	300.1723234653473	0.6414285714285715	0.6914285714285714	0.6414285714285715	0.79	1479
0.2	tozero	16	(3, 3)	128	None	0	225.16329407691956	0.6842857142857143	0.7	0.6842857142857143	0.71	1480
0.2	tozero	16	(3, 3)	128	None	25	223.10430073738098	0.6542857142857142	0.6671428571428571	0.6542857142857142	0.6728571428571428	1481
0.2	tozero	16	(3, 3)	128	None	50	251.15097618103027	0.6628571428571428	0.6771428571428572	0.6628571428571428	0.6928571428571428	1482
0.2	tozero	16	(3, 3)	128	None	75	260.4153516292572	0.6885714285714286	0.7042857142857143	0.6885714285714286	0.8042857142857143	1483
0.2	tozero	16	(3, 3)	128	None	100	303.7157607078552	0.6814285714285714	0.7085714285714285	0.6814285714285714	0.7471428571428571	1484
0.2	morphed	16	(3, 3)	128	(-1, 1)	0	227.17471599578857	0.6671428571428571	0.6842857142857143	0.6671428571428571	0.6971428571428572	1485
0.2	morphed	16	(3, 3)	128	(-1, 1)	25	226.45451378822327	0.6728571428571428	0.6885714285714286	0.6728571428571428	0.7085714285714285	1486
0.2	morphed	16	(3, 3)	128	(-1, 1)	50	260.3624665737152	0.6414285714285715	0.6757142857142857	0.6414285714285715	0.7214285714285714	1487
0.2	morphed	16	(3, 3)	128	(-1, 1)	75	291.9805290699005	0.6685714285714286	0.7385714285714285	0.6685714285714286	0.8714285714285714	1488
0.2	morphed	16	(3, 3)	128	(-1, 1)	100	294.4564757347107	0.6728571428571428	0.72	0.6728571428571428	0.83	1489
0.2	morphed	16	(3, 3)	128	(0, 1)	0	226.31137490272522	0.6714285714285714	0.6914285714285714	0.6714285714285714	0.7228571428571429	1490
0.2	morphed	16	(3, 3)	128	(0, 1)	25	252.41682958602905	0.6785714285714286	0.73	0.6785714285714286	0.8271428571428572	1491
0.2	morphed	16	(3, 3)	128	(0, 1)	50	264.10019731521606	0.6771428571428572	0.6985714285714286	0.6771428571428572	0.8514285714285714	1492
0.2	morphed	16	(3, 3)	128	(0, 1)	75	286.60936093330383	0.6471428571428571	0.7057142857142857	0.6471428571428571	0.8328571428571429	1493
0.2	morphed	16	(3, 3)	128	(0, 1)	100	296.1586811542511	0.6557142857142857	0.7014285714285714	0.6557142857142857	0.8085714285714286	1494
0.2	morphed	16	(3, 3)	128	None	0	225.50962090492249	0.62	0.6457142857142857	0.62	0.6714285714285714	1495
0.2	morphed	16	(3, 3)	128	None	25	224.09906315803528	0.6342857142857142	0.6528571428571428	0.6342857142857142	0.7442857142857143	1496
0.2	morphed	16	(3, 3)	128	None	50	238.2432098388672	0.6642857142857143	0.6957142857142857	0.6642857142857143	0.7285714285714285	1497
0.2	morphed	16	(3, 3)	128	None	75	258.106796503067	0.6728571428571428	0.69	0.6728571428571428	0.7414285714285714	1498
0.2	morphed	16	(3, 3)	128	None	100	296.697350025177	0.6357142857142857	0.6485714285714286	0.6357142857142857	0.8028571428571428	1499
0.5	max_morphed	16	(3, 3)	128	(-1, 1)	0	226.96558785438538	0.66	0.6614285714285715	0.66	0.6657142857142857	1500
0.5	max_morphed	16	(3, 3)	128	(-1, 1)	25	238.5759153366089	0.6671428571428571	0.6671428571428571	0.6671428571428571	0.6671428571428571	1501
0.5	max_morphed	16	(3, 3)	128	(-1, 1)	50	242.10681629180908	0.6728571428571428	0.6728571428571428	0.6728571428571428	0.6728571428571428	1502
0.5	max_morphed	16	(3, 3)	128	(-1, 1)	75	241.58879613876343	0.6442857142857142	0.6457142857142857	0.6442857142857142	0.6528571428571428	1503
0.5	max_morphed	16	(3, 3)	128	(-1, 1)	100	312.1157913208008	0.6685714285714286	0.6971428571428572	0.6685714285714286	0.7985714285714286	1504
0.5	max_morphed	16	(3, 3)	128	(0, 1)	0	224.98611044883728	0.6742857142857143	0.6771428571428572	0.6742857142857143	0.6785714285714286	1505
0.5	max_morphed	16	(3, 3)	128	(0, 1)	25	256.3768789768219	0.6357142857142857	0.6371428571428571	0.6357142857142857	0.64	1506
0.5	max_morphed	16	(3, 3)	128	(0, 1)	50	268.2122230529785	0.6057142857142858	0.6057142857142858	0.6057142857142858	0.6057142857142858	1507
0.5	max_morphed	16	(3, 3)	128	(0, 1)	75	240.27266240119934	0.66	0.6642857142857143	0.66	0.6928571428571428	1508
0.5	max_morphed	16	(3, 3)	128	(0, 1)	100	318.71089601516724	0.6371428571428571	0.6742857142857143	0.6371428571428571	0.7214285714285714	1509
0.5	max_morphed	16	(3, 3)	128	None	0	225.2451877593994	0.6614285714285715	0.6628571428571428	0.6614285714285715	0.6628571428571428	1510
0.5	max_morphed	16	(3, 3)	128	None	25	241.40115475654602	0.6771428571428572	0.6842857142857143	0.6771428571428572	0.7057142857142857	1511
0.5	max_morphed	16	(3, 3)	128	None	50	225.7380883693695	0.6157142857142858	0.6157142857142858	0.6157142857142858	0.6157142857142858	1512
0.5	max_morphed	16	(3, 3)	128	None	75	238.33615803718567	0.63	0.6357142857142857	0.63	0.6385714285714286	1513
0.5	max_morphed	16	(3, 3)	128	None	100	319.218462228775	0.6685714285714286	0.6914285714285714	0.6685714285714286	0.7214285714285714	1514
0.5	None	16	(3, 3)	128	(-1, 1)	0	175.83199453353882	0.6928571428571428	0.6928571428571428	0.6928571428571428	0.6928571428571428	1515
0.5	None	16	(3, 3)	128	(-1, 1)	25	189.97686958312988	0.6771428571428572	0.6814285714285714	0.6771428571428572	0.6885714285714286	1516
0.5	None	16	(3, 3)	128	(-1, 1)	50	223.30761766433716	0.6885714285714286	0.6971428571428572	0.6885714285714286	0.7014285714285714	1517
0.5	None	16	(3, 3)	128	(-1, 1)	75	191.40886735916138	0.6614285714285715	0.6614285714285715	0.6614285714285715	0.6614285714285715	1518
0.5	None	16	(3, 3)	128	(-1, 1)	100	265.8856086730957	0.6442857142857142	0.6742857142857143	0.6442857142857142	0.7885714285714286	1519
0.5	None	16	(3, 3)	128	(0, 1)	0	176.20837926864624	0.6442857142857142	0.6442857142857142	0.6442857142857142	0.6485714285714286	1520
0.5	None	16	(3, 3)	128	(0, 1)	25	216.25921487808228	0.66	0.6714285714285714	0.66	0.7	1521
0.5	None	16	(3, 3)	128	(0, 1)	50	173.91050815582275	0.65	0.65	0.65	0.65	1522
0.5	None	16	(3, 3)	128	(0, 1)	75	221.25364089012146	0.6428571428571429	0.6428571428571429	0.6428571428571429	0.6428571428571429	1523
0.5	None	16	(3, 3)	128	(0, 1)	100	268.9474973678589	0.6585714285714286	0.6657142857142857	0.6585714285714286	0.77	1524
0.5	None	16	(3, 3)	128	None	0	174.91944932937622	0.6614285714285715	0.6614285714285715	0.6614285714285715	0.6614285714285715	1525
0.5	None	16	(3, 3)	128	None	25	173.97586226463318	0.6671428571428571	0.6714285714285714	0.6671428571428571	0.6728571428571428	1526
0.5	None	16	(3, 3)	128	None	50	221.46406412124634	0.6671428571428571	0.6685714285714286	0.6671428571428571	0.7257142857142858	1527
0.5	None	16	(3, 3)	128	None	75	261.1076498031616	0.6814285714285714	0.7157142857142857	0.6814285714285714	0.8042857142857143	1528
0.5	None	16	(3, 3)	128	None	100	260.66477036476135	0.6914285714285714	0.69	0.6914285714285714	0.75	1529
0.5	resized	16	(3, 3)	128	(-1, 1)	0	226.76828980445862	0.6571428571428571	0.6571428571428571	0.6571428571428571	0.6571428571428571	1530
0.5	resized	16	(3, 3)	128	(-1, 1)	25	224.67549991607666	0.6085714285714285	0.6085714285714285	0.6085714285714285	0.6085714285714285	1531
0.5	resized	16	(3, 3)	128	(-1, 1)	50	241.1127028465271	0.66	0.6628571428571428	0.66	0.6642857142857143	1532
0.5	resized	16	(3, 3)	128	(-1, 1)	75	315.81885838508606	0.6371428571428571	0.6428571428571429	0.6371428571428571	0.6528571428571428	1533
0.5	resized	16	(3, 3)	128	(-1, 1)	100	325.17744874954224	0.65	0.6671428571428571	0.65	0.73	1534
0.5	resized	16	(3, 3)	128	(0, 1)	0	227.1498303413391	0.6242857142857143	0.6242857142857143	0.6242857142857143	0.6242857142857143	1535
0.5	resized	16	(3, 3)	128	(0, 1)	25	226.53500652313232	0.68	0.68	0.68	0.68	1536
0.5	resized	16	(3, 3)	128	(0, 1)	50	242.0732398033142	0.6685714285714286	0.6685714285714286	0.6685714285714286	0.6685714285714286	1537
0.5	resized	16	(3, 3)	128	(0, 1)	75	243.4974763393402	0.6542857142857142	0.6542857142857142	0.6542857142857142	0.6542857142857142	1538
0.5	resized	16	(3, 3)	128	(0, 1)	100	315.8476674556732	0.6557142857142857	0.6642857142857143	0.6557142857142857	0.6728571428571428	1539
0.5	resized	16	(3, 3)	128	None	0	223.84655618667603	0.6642857142857143	0.6642857142857143	0.6642857142857143	0.6642857142857143	1540
0.5	resized	16	(3, 3)	128	None	25	239.2633023262024	0.6442857142857142	0.6442857142857142	0.6442857142857142	0.6442857142857142	1541
0.5	resized	16	(3, 3)	128	None	50	317.34142422676086	0.6257142857142857	0.6742857142857143	0.6257142857142857	0.7657142857142857	1542
0.5	resized	16	(3, 3)	128	None	75	323.7540729045868	0.6385714285714286	0.6114285714285714	0.6385714285714286	0.7785714285714286	1543
0.5	resized	16	(3, 3)	128	None	100	321.0148379802704	0.6342857142857142	0.6385714285714286	0.6342857142857142	0.6428571428571429	1544
0.5	tozero	16	(3, 3)	128	(-1, 1)	0	227.275328874588	0.6442857142857142	0.6442857142857142	0.6442857142857142	0.6442857142857142	1545
0.5	tozero	16	(3, 3)	128	(-1, 1)	25	243.81255102157593	0.6642857142857143	0.6771428571428572	0.6642857142857143	0.6814285714285714	1546
0.5	tozero	16	(3, 3)	128	(-1, 1)	50	272.7769618034363	0.6571428571428571	0.6571428571428571	0.6571428571428571	0.6571428571428571	1547
0.5	tozero	16	(3, 3)	128	(-1, 1)	75	309.43711709976196	0.6471428571428571	0.6657142857142857	0.6471428571428571	0.7542857142857143	1548
0.5	tozero	16	(3, 3)	128	(-1, 1)	100	321.6498930454254	0.64	0.6642857142857143	0.64	0.7242857142857143	1549
0.5	tozero	16	(3, 3)	128	(0, 1)	0	227.38400554656982	0.6485714285714286	0.6485714285714286	0.6485714285714286	0.6485714285714286	1550
0.5	tozero	16	(3, 3)	128	(0, 1)	25	242.0888476371765	0.6628571428571428	0.6657142857142857	0.6628571428571428	0.6671428571428571	1551
0.5	tozero	16	(3, 3)	128	(0, 1)	50	254.64654397964478	0.6171428571428571	0.62	0.6171428571428571	0.6214285714285714	1552
0.5	tozero	16	(3, 3)	128	(0, 1)	75	323.146071434021	0.6285714285714286	0.6642857142857143	0.6285714285714286	0.7057142857142857	1553
0.5	tozero	16	(3, 3)	128	(0, 1)	100	326.93364357948303	0.6185714285714285	0.6385714285714286	0.6185714285714285	0.7528571428571429	1554
0.5	tozero	16	(3, 3)	128	None	0	223.73721742630005	0.6642857142857143	0.6642857142857143	0.6642857142857143	0.6642857142857143	1555
0.5	tozero	16	(3, 3)	128	None	25	223.63023710250854	0.6485714285714286	0.6485714285714286	0.6485714285714286	0.6485714285714286	1556
0.5	tozero	16	(3, 3)	128	None	50	255.84064269065857	0.6528571428571428	0.6528571428571428	0.6528571428571428	0.6528571428571428	1557
0.5	tozero	16	(3, 3)	128	None	75	315.6732873916626	0.6428571428571429	0.6542857142857142	0.6428571428571429	0.7042857142857143	1558
0.5	tozero	16	(3, 3)	128	None	100	313.51227045059204	0.6357142857142857	0.6542857142857142	0.6357142857142857	0.66	1559
0.5	morphed	16	(3, 3)	128	(-1, 1)	0	227.13715314865112	0.6542857142857142	0.6585714285714286	0.6542857142857142	0.6657142857142857	1560
0.5	morphed	16	(3, 3)	128	(-1, 1)	25	226.99981784820557	0.6357142857142857	0.6357142857142857	0.6357142857142857	0.6357142857142857	1561
0.5	morphed	16	(3, 3)	128	(-1, 1)	50	241.89930200576782	0.6357142857142857	0.6385714285714286	0.6357142857142857	0.6428571428571429	1562
0.5	morphed	16	(3, 3)	128	(-1, 1)	75	260.4384112358093	0.6414285714285715	0.6428571428571429	0.6414285714285715	0.6485714285714286	1563
0.5	morphed	16	(3, 3)	128	(-1, 1)	100	371.162478685379	0.6471428571428571	0.7128571428571429	0.6471428571428571	0.7857142857142857	1564
